"sequence","support","pattern"
"<{Triamcinolone},{Methotrexate},{Hydrocortisone}>",0.00454075502277363,3
"<{Methotrexate},{Ketoconazole},{Hydrocortisone}>",0.00452678346885741,3
"<{Etanercept},{Methotrexate},{Fluticasone}>",0.00452678346885741,3
"<{Clobetasol},{Fluticasone},{Betamethasone}>",0.00451281191494118,3
"<{Betamethasone},{Fluocinolone}>",0.00448486880710873,2
"<{Hydrocortisone},{Fluocinolone}>",0.00448486880710873,2
"<{Etanercept},{Adalimumab},{Triamcinolone}>",0.0044708972531925,3
"<{Clobetasol},{Adalimumab},{Triamcinolone}>",0.0044708972531925,3
"<{Methotrexate},{Fluocinonide},{Fluticasone}>",0.0044708972531925,3
"<{Calcipotriene},{Hydrocortisone}>",0.00442898259144382,2
"<{Triamcinolone},{Fluticasone},{Ketoconazole}>",0.00441501103752759,3
"<{Clobetasol},{Triamcinolone},{Ketoconazole}>",0.00441501103752759,3
"<{Hydrocortisone},{Tacrolimus}>",0.00440103948361137,2
"<{Methotrexate},{Mometasone},{Fluticasone}>",0.00440103948361137,3
"<{Fluticasone},{Triamcinolone},{Fluocinonide}>",0.00440103948361137,3
"<{Fluticasone},{Methotrexate},{Betamethasone}>",0.00440103948361137,3
"<{Calcipotriene-Betamethasone},{Apremilast}>",0.00440103948361137,2
"<{Secukinumab},{Ustekinumab}>",0.00438706792969514,2
"<{Halobetasol},{Betamethasone}>",0.00438706792969514,2
"<{Clobetasol},{Pimecrolimus}>",0.00437309637577891,2
"<{Clobetasol},{Methotrexate},{Etanercept}>",0.00437309637577891,3
"<{Mometasone},{Apremilast}>",0.00435912482186269,2
"<{Triamcinolone,Clobetasol}>",0.00434515326794646,2
"<{Gentamicin},{Fluticasone}>",0.00434515326794646,2
"<{Certolizumab},{Clobetasol}>",0.00434515326794646,2
"<{Methotrexate},{Triamcinolone},{Calcipotriene}>",0.00434515326794646,3
"<{Calcipotriene-Betamethasone},{Adalimumab}>",0.00434515326794646,2
"<{Fluticasone},{Betamethasone},{Triamcinolone}>",0.00433118171403023,3
"<{Clobetasol},{Crisaborole}>",0.00433118171403023,2
"<{Ciclopirox},{Ketoconazole}>",0.00431721016011401,2
"<{Methotrexate},{Clobetasol},{Etanercept}>",0.00431721016011401,3
"<{Ustekinumab},{Ixekizumab}>",0.00424735239053288,2
"<{Methotrexate},{Apremilast},{Fluticasone}>",0.00424735239053288,3
"<{Etanercept},{Triamcinolone},{Clobetasol}>",0.00424735239053288,3
"<{Methotrexate},{Fluocinonide},{Clobetasol}>",0.00424735239053288,3
"<{Fluocinolone},{Adalimumab}>",0.00424735239053288,2
"<{Fluticasone},{Ketoconazole},{Triamcinolone}>",0.00421940928270042,3
"<{Hydrocortisone},{Ciclopirox}>",0.00421940928270042,2
"<{Fluticasone},{Methotrexate},{Ketoconazole}>",0.0042054377287842,3
"<{Clobetasol},{Methotrexate},{Apremilast}>",0.00419146617486797,3
"<{Ustekinumab},{Apremilast}>",0.00417749462095174,2
"<{Etanercept},{Triamcinolone},{Fluticasone}>",0.00416352306703552,3
"<{Fluocinolone},{Hydrocortisone}>",0.00414955151311929,2
"<{Diflorasone}>",0.00413557995920306,1
"<{Flurandrenolide}>",0.00413557995920306,1
"<{Calcipotriene},{Secukinumab}>",0.00413557995920306,2
"<{Etanercept},{Halobetasol}>",0.00413557995920306,2
"<{Adalimumab},{Fluticasone},{Clobetasol}>",0.00413557995920306,3
"<{Betamethasone},{Ciclopirox}>",0.00410763685137061,2
"<{Triamcinolone},{Clobetasol},{Calcipotriene}>",0.00410763685137061,3
"<{Tacrolimus},{Triamcinolone}>",0.00409366529745438,2
"<{Etanercept},{Clobetasol},{Triamcinolone}>",0.00409366529745438,3
"<{Triamcinolone},{Methotrexate},{Ketoconazole}>",0.00409366529745438,3
"<{Fluticasone},{Clobetasol},{Hydrocortisone}>",0.00409366529745438,3
"<{Triamcinolone},{Hydrocortisone},{Fluticasone}>",0.00409366529745438,3
"<{Triamcinolone},{Adalimumab},{Fluticasone}>",0.00409366529745438,3
"<{Triamcinolone},{Clobetasol},{Fluocinonide}>",0.00409366529745438,3
"<{Etanercept},{Ciclopirox}>",0.00409366529745438,2
"<{Methotrexate},{Hydrocortisone},{Betamethasone}>",0.00409366529745438,3
"<{Fluticasone},{Nicotine}>",0.00407969374353816,2
"<{Methotrexate},{Mycophenolate}>",0.00407969374353816,2
"<{Clobetasol},{Adalimumab},{Fluticasone}>",0.00407969374353816,3
"<{Secukinumab},{Adalimumab}>",0.00407969374353816,2
"<{Clobetasol},{Triamcinolone},{Adalimumab}>",0.00407969374353816,3
"<{Betamethasone},{Tacrolimus}>",0.00406572218962193,2
"<{Methotrexate},{Adalimumab},{Fluocinonide}>",0.00406572218962193,3
"<{Methotrexate},{Ketoconazole},{Betamethasone}>",0.00406572218962193,3
"<{Desoximetasone},{Methotrexate}>",0.0040517506357057,2
"<{Secukinumab},{Hydrocortisone}>",0.0040517506357057,2
"<{Triamcinolone},{Clobetasol},{Apremilast}>",0.00403777908178948,3
"<{Mometasone},{Etanercept}>",0.00400983597395702,2
"<{Desoximetasone},{Clobetasol}>",0.00400983597395702,2
"<{Ketoconazole},{Halobetasol}>",0.0039958644200408,2
"<{Triamcinolone},{Ketoconazole},{Fluticasone}>",0.0039958644200408,3
"<{Adalimumab},{Gentamicin}>",0.00398189286612457,2
"<{Methotrexate},{Etanercept},{Betamethasone}>",0.00398189286612457,3
"<{Etanercept},{Methotrexate},{Adalimumab}>",0.00398189286612457,3
"<{Fluticasone},{Pimecrolimus}>",0.00396792131220834,2
"<{Methotrexate},{Hydrocortisone},{Ketoconazole}>",0.00396792131220834,3
"<{Clobetasol},{Triamcinolone},{Fluocinonide}>",0.00396792131220834,3
"<{Clobetasol},{Hydrocortisone},{Triamcinolone}>",0.00395394975829212,3
"<{Calcipotriene},{Ketoconazole}>",0.00395394975829212,2
"<{Fluocinonide},{Halobetasol}>",0.00395394975829212,2
"<{Clobetasol},{Betamethasone},{Fluticasone}>",0.00395394975829212,3
"<{Desonide},{Hydrocortisone}>",0.00393997820437589,2
"<{Desoximetasone},{Fluticasone}>",0.00393997820437589,2
"<{Clobetasol},{Azathioprine}>",0.00392600665045966,2
"<{Fluticasone},{Clobetasol},{Adalimumab}>",0.00392600665045966,3
"<{Ketoconazole,Clobetasol}>",0.00391203509654344,2
"<{Triamcinolone},{Clobetasol},{Secukinumab}>",0.00391203509654344,3
"<{Triamcinolone},{Ketoconazole},{Clobetasol}>",0.00391203509654344,3
"<{Adalimumab},{Clobetasol},{Secukinumab}>",0.00389806354262721,3
"<{Betamethasone},{Ixekizumab}>",0.00389806354262721,2
"<{Hydrocortisone},{Halobetasol}>",0.00389806354262721,2
"<{Ciclopirox},{Hydrocortisone}>",0.00388409198871098,2
"<{Etanercept},{Methotrexate},{Clobetasol}>",0.00388409198871098,3
"<{Fluocinolone},{Ketoconazole}>",0.00387012043479476,2
"<{Adalimumab},{Desonide}>",0.00385614888087853,2
"<{Methotrexate},{Etanercept},{Hydrocortisone}>",0.0038421773269623,3
"<{Apremilast},{Halobetasol}>",0.0038421773269623,2
"<{Ciclopirox},{Betamethasone}>",0.0038421773269623,2
"<{Triamcinolone},{Fluocinonide},{Clobetasol}>",0.00382820577304608,3
"<{Clobetasol},{Methotrexate},{Secukinumab}>",0.00381423421912985,3
"<{Calcipotriene-Betamethasone},{Calcipotriene}>",0.00381423421912985,2
"<{Fluticasone},{Clobetasol},{Ketoconazole}>",0.00380026266521363,3
"<{Fluticasone},{Desoximetasone}>",0.00380026266521363,2
"<{Methotrexate},{Clobetasol},{Mometasone}>",0.0037862911112974,3
"<{Clobetasol},{Betamethasone},{Methotrexate}>",0.0037862911112974,3
"<{Azathioprine},{Clobetasol}>",0.0037862911112974,2
"<{Etanercept},{Calcipotriene-Betamethasone}>",0.0037862911112974,2
"<{Fluticasone},{Crisaborole}>",0.00375834800346495,2
"<{Methotrexate},{Apremilast},{Clobetasol}>",0.00375834800346495,3
"<{Betamethasone},{Calcipotriene-Betamethasone}>",0.00375834800346495,2
"<{Clobetasol},{Triamcinolone},{Apremilast}>",0.00375834800346495,3
"<{Adalimumab},{Triamcinolone},{Betamethasone}>",0.00374437644954872,3
"<{Clobetasol},{Methotrexate},{Ketoconazole}>",0.00373040489563249,3
"<{Triamcinolone},{Ketoconazole},{Hydrocortisone}>",0.00373040489563249,3
"<{Clobetasol},{Methotrexate},{Hydrocortisone}>",0.00373040489563249,3
"<{Ketoconazole,Triamcinolone}>",0.00371643334171627,2
"<{Adalimumab},{Triamcinolone},{Methotrexate}>",0.00371643334171627,3
"<{Secukinumab},{Ketoconazole}>",0.00371643334171627,2
"<{Ketoconazole},{Desonide}>",0.00371643334171627,2
"<{Triamcinolone},{Hydrocortisone},{Clobetasol}>",0.00371643334171627,3
"<{Dupilumab}>",0.00368849023388381,1
"<{Infliximab},{Triamcinolone}>",0.00368849023388381,2
"<{Etanercept},{Triamcinolone},{Adalimumab}>",0.00368849023388381,3
"<{Triamcinolone,Ketoconazole}>",0.00367451867996759,2
"<{Adalimumab},{Triamcinolone},{Secukinumab}>",0.00367451867996759,3
"<{Methotrexate},{Betamethasone},{Adalimumab}>",0.00367451867996759,3
"<{Methotrexate},{Mometasone},{Clobetasol}>",0.00366054712605136,3
"<{Apremilast},{Mometasone}>",0.00364657557213513,2
"<{Fluticasone},{Betamethasone},{Methotrexate}>",0.00364657557213513,3
"<{Methotrexate},{Secukinumab},{Ixekizumab}>",0.00363260401821891,3
"<{Triamcinolone},{Adalimumab},{Clobetasol}>",0.00363260401821891,3
"<{Fluticasone},{Betamethasone},{Clobetasol}>",0.00363260401821891,3
"<{Triamcinolone},{Nicotine}>",0.00360466091038645,2
"<{Gentamicin},{Methotrexate}>",0.00360466091038645,2
"<{Clobetasol},{Fluticasone},{Hydrocortisone}>",0.00360466091038645,3
"<{Calcipotriene-Betamethasone},{Betamethasone}>",0.00360466091038645,2
"<{Methotrexate},{Etanercept},{Ketoconazole}>",0.00359068935647023,3
"<{Clobetasol},{Adalimumab},{Secukinumab}>",0.003576717802554,3
"<{Azathioprine},{Methotrexate}>",0.003576717802554,2
"<{Halobetasol},{Adalimumab}>",0.00356274624863777,2
"<{Clobetasol},{Ketoconazole},{Triamcinolone}>",0.00354877469472155,3
"<{Triamcinolone},{Fluocinonide},{Fluticasone}>",0.00353480314080532,3
"<{Etanercept},{Adalimumab},{Fluticasone}>",0.00353480314080532,3
"<{Etanercept},{Fluocinolone}>",0.00353480314080532,2
"<{Halobetasol},{Apremilast}>",0.00353480314080532,2
"<{Infliximab},{Methotrexate}>",0.00352083158688909,2
"<{Methotrexate},{Triamcinolone},{Halobetasol}>",0.00352083158688909,3
"<{Adalimumab},{Methotrexate},{Secukinumab}>",0.00349288847905664,3
"<{Fluticasone},{Triamcinolone},{Mometasone}>",0.00349288847905664,3
"<{Fluocinolone},{Fluocinonide}>",0.00349288847905664,2
"<{Fluticasone},{Ketoconazole},{Clobetasol}>",0.00349288847905664,3
"<{Methotrexate},{Etanercept},{Apremilast}>",0.00349288847905664,3
"<{Methotrexate},{Clobetasol},{Halobetasol}>",0.00347891692514041,3
"<{Methotrexate},{Apremilast},{Adalimumab}>",0.00347891692514041,3
"<{Adalimumab},{Etanercept},{Secukinumab}>",0.00346494537122419,3
"<{Triamcinolone},{Mycophenolate}>",0.00346494537122419,2
"<{Apremilast},{Calcipotriene-Betamethasone}>",0.00346494537122419,2
"<{Calcipotriene-Betamethasone},{Secukinumab}>",0.00345097381730796,2
"<{Gentamicin},{Clobetasol}>",0.00345097381730796,2
"<{Etanercept},{Adalimumab},{Clobetasol}>",0.00345097381730796,3
"<{Adalimumab},{Clobetasol},{Betamethasone}>",0.00345097381730796,3
"<{Clobetasol},{Fluticasone},{Adalimumab}>",0.00345097381730796,3
"<{Adalimumab},{Clobetasol},{Methotrexate}>",0.00343700226339173,3
"<{Adalimumab},{Triamcinolone},{Hydrocortisone}>",0.00343700226339173,3
"<{Mometasone},{Secukinumab}>",0.00342303070947551,2
"<{Calcipotriene},{Fluocinonide}>",0.00342303070947551,2
"<{Triamcinolone},{Hydrocortisone},{Betamethasone}>",0.00342303070947551,3
"<{Methotrexate},{Secukinumab},{Triamcinolone}>",0.00339508760164305,3
"<{Adalimumab},{Etanercept},{Triamcinolone}>",0.00339508760164305,3
"<{Triamcinolone},{Fluticasone},{Adalimumab}>",0.00339508760164305,3
"<{Methotrexate},{Betamethasone},{Hydrocortisone}>",0.00338111604772683,3
"<{Infliximab},{Fluticasone}>",0.00338111604772683,2
"<{Clobetasol,Ketoconazole}>",0.0033671444938106,2
"<{Ketoconazole},{Tacrolimus}>",0.0033671444938106,2
"<{Tacrolimus},{Methotrexate}>",0.0033671444938106,2
"<{Triamcinolone},{Fluocinonide},{Methotrexate}>",0.0033671444938106,3
"<{Hydrocortisone},{Desonide}>",0.0033671444938106,2
"<{Methotrexate},{Hydrocortisone},{Adalimumab}>",0.00335317293989438,3
"<{Clobetasol},{Ketoconazole},{Fluticasone}>",0.00333920138597815,3
"<{Tacrolimus},{Clobetasol}>",0.00333920138597815,2
"<{Desonide},{Betamethasone}>",0.00332522983206192,2
"<{Etanercept},{Tacrolimus}>",0.0033112582781457,2
"<{Clobetasol},{Triamcinolone},{Secukinumab}>",0.0033112582781457,3
"<{Triamcinolone},{Ketoconazole},{Betamethasone}>",0.0033112582781457,3
"<{Methotrexate},{Adalimumab},{Mometasone}>",0.00328331517031324,3
"<{Fluticasone},{Adalimumab},{Etanercept}>",0.00328331517031324,3
"<{Triamcinolone},{Methotrexate},{Apremilast}>",0.00328331517031324,3
"<{Betamethasone},{Ustekinumab}>",0.00326934361639702,2
"<{Hydrocortisone},{Fluticasone},{Triamcinolone}>",0.00326934361639702,3
"<{Etanercept},{Clobetasol},{Fluticasone}>",0.00326934361639702,3
"<{Clobetasol},{Triamcinolone},{Calcipotriene}>",0.00326934361639702,3
"<{Clobetasol},{Apremilast},{Triamcinolone}>",0.00325537206248079,3
"<{Fluticasone},{Adalimumab},{Secukinumab}>",0.00325537206248079,3
"<{Methotrexate},{Fluocinonide},{Betamethasone}>",0.00325537206248079,3
"<{Methotrexate},{Betamethasone},{Apremilast}>",0.00325537206248079,3
"<{Adalimumab},{Fluticasone},{Secukinumab}>",0.00324140050856456,3
"<{Etanercept},{Fluticasone},{Clobetasol}>",0.00324140050856456,3
"<{Adalimumab},{Azathioprine}>",0.00324140050856456,2
"<{Fluticasone},{Clobetasol},{Apremilast}>",0.00324140050856456,3
"<{Tacrolimus},{Fluticasone}>",0.00322742895464834,2
"<{Clobetasol,Triamcinolone}>",0.00321345740073211,2
"<{Triamcinolone},{Ketoconazole},{Methotrexate}>",0.00321345740073211,3
"<{Betamethasone},{Triamcinolone},{Clobetasol}>",0.00321345740073211,3
"<{Pimecrolimus},{Triamcinolone}>",0.00319948584681588,2
"<{Clobetasol},{Calcipotriene},{Methotrexate}>",0.00319948584681588,3
"<{Desonide},{Ketoconazole}>",0.00319948584681588,2
"<{Clobetasol},{Calcipotriene},{Triamcinolone}>",0.00318551429289966,3
"<{Hydrocortisone},{Triamcinolone},{Fluticasone}>",0.00318551429289966,3
"<{Methotrexate},{Triamcinolone},{Fluocinolone}>",0.00318551429289966,3
"<{Etanercept},{Adalimumab},{Secukinumab}>",0.00317154273898343,3
"<{Clobetasol},{Guselkumab}>",0.00317154273898343,2
"<{Clobetasol,Calcipotriene}>",0.0031575711850672,2
"<{Ketoconazole},{Fluticasone},{Triamcinolone}>",0.0031575711850672,3
"<{Ustekinumab},{Adalimumab}>",0.0031575711850672,2
"<{Calcipotriene,Clobetasol}>",0.00314359963115098,2
"<{Adalimumab},{Fluticasone},{Methotrexate}>",0.00314359963115098,3
"<{Fluticasone},{Adalimumab},{Clobetasol}>",0.00314359963115098,3
"<{Clobetasol},{Fluticasone},{Ketoconazole}>",0.00312962807723475,3
"<{Methotrexate},{Secukinumab},{Fluticasone}>",0.00312962807723475,3
"<{Fluticasone},{Triamcinolone},{Etanercept}>",0.00312962807723475,3
"<{Fluticasone},{Triamcinolone},{Secukinumab}>",0.00311565652331852,3
"<{Halobetasol},{Hydrocortisone}>",0.00311565652331852,2
"<{Triamcinolone},{Betamethasone},{Hydrocortisone}>",0.00311565652331852,3
"<{Adalimumab},{Methotrexate},{Etanercept}>",0.00311565652331852,3
"<{Methotrexate},{Triamcinolone},{Ciclopirox}>",0.00311565652331852,3
"<{Fluticasone},{Etanercept},{Triamcinolone}>",0.0031016849694023,3
"<{Triamcinolone},{Clobetasol},{Halobetasol}>",0.0031016849694023,3
"<{Methotrexate},{Fluticasone},{Calcipotriene}>",0.0031016849694023,3
"<{Triamcinolone},{Betamethasone},{Adalimumab}>",0.0031016849694023,3
"<{Triamcinolone},{Sulfacetamide}>",0.00308771341548607,2
"<{Methotrexate},{Betamethasone},{Ketoconazole}>",0.00308771341548607,3
"<{Hydrocortisone},{Triamcinolone},{Clobetasol}>",0.00308771341548607,3
"<{Methotrexate},{Ketoconazole},{Fluocinonide}>",0.00307374186156984,3
"<{Gentamicin},{Betamethasone}>",0.00307374186156984,2
"<{Fluocinolone},{Apremilast}>",0.00307374186156984,2
"<{Desonide},{Adalimumab}>",0.00307374186156984,2
"<{Fluocinonide},{Tacrolimus}>",0.00305977030765362,2
"<{Triamcinolone},{Hydrocortisone},{Methotrexate}>",0.00305977030765362,3
"<{Fluocinonide},{Ciclopirox}>",0.00305977030765362,2
"<{Hydrocortisone,Ketoconazole}>",0.00304579875373739,2
"<{Triamcinolone},{Methotrexate},{Secukinumab}>",0.00304579875373739,3
"<{Triamcinolone},{Adalimumab},{Secukinumab}>",0.00304579875373739,3
"<{Clobetasol},{Apremilast},{Secukinumab}>",0.00304579875373739,3
"<{Methotrexate},{Triamcinolone},{Tacrolimus}>",0.00303182719982116,3
"<{Etanercept},{Triamcinolone},{Methotrexate}>",0.00303182719982116,3
"<{Clobetasol},{Hydrocortisone},{Fluticasone}>",0.00303182719982116,3
"<{Ketoconazole},{Triamcinolone},{Clobetasol}>",0.00303182719982116,3
"<{Fluticasone},{Triamcinolone},{Apremilast}>",0.00303182719982116,3
"<{Fluticasone},{Methotrexate},{Apremilast}>",0.00303182719982116,3
"<{Ketoconazole},{Triamcinolone},{Fluticasone}>",0.00301785564590494,3
"<{Adalimumab},{Etanercept},{Fluticasone}>",0.00301785564590494,3
"<{Triamcinolone},{Fluocinonide},{Betamethasone}>",0.00301785564590494,3
"<{Ciclopirox},{Adalimumab}>",0.00301785564590494,2
"<{Mometasone},{Halobetasol}>",0.00300388409198871,2
"<{Clobetasol},{Calcipotriene},{Fluticasone}>",0.00300388409198871,3
"<{Etanercept},{Desonide}>",0.00300388409198871,2
"<{Hydrocortisone},{Methotrexate},{Triamcinolone}>",0.00298991253807248,3
"<{Fluticasone},{Clobetasol},{Secukinumab}>",0.00298991253807248,3
"<{Fluticasone},{Mometasone},{Triamcinolone}>",0.00297594098415626,3
"<{Ketoconazole},{Gentamicin}>",0.00297594098415626,2
"<{Adalimumab},{Fluticasone},{Betamethasone}>",0.00297594098415626,3
"<{Hydrocortisone},{Gentamicin}>",0.00296196943024003,2
"<{Triamcinolone},{Etanercept},{Adalimumab}>",0.00296196943024003,3
"<{Fluticasone},{Etanercept},{Adalimumab}>",0.00296196943024003,3
"<{Etanercept},{Clobetasol},{Adalimumab}>",0.00296196943024003,3
"<{Betamethasone},{Methotrexate},{Triamcinolone}>",0.0029479978763238,3
"<{Etanercept},{Fluticasone},{Adalimumab}>",0.0029479978763238,3
"<{Ketoconazole},{Clobetasol},{Triamcinolone}>",0.00293402632240758,3
"<{Halobetasol},{Ketoconazole}>",0.00293402632240758,2
"<{Fluticasone},{Ketoconazole},{Hydrocortisone}>",0.00293402632240758,3
"<{Triamcinolone},{Adalimumab},{Etanercept}>",0.00293402632240758,3
"<{Mometasone},{Calcipotriene}>",0.00293402632240758,2
"<{Methotrexate},{Alclometasone}>",0.00293402632240758,2
"<{Methotrexate},{Adalimumab},{Ixekizumab}>",0.00292005476849135,3
"<{Methotrexate},{Calcitriol}>",0.00292005476849135,2
"<{Certolizumab},{Adalimumab}>",0.00292005476849135,2
"<{Nicotine},{Triamcinolone}>",0.00290608321457512,2
"<{Clobetasol},{Fluocinonide},{Triamcinolone}>",0.00290608321457512,3
"<{Ketoconazole},{Triamcinolone},{Methotrexate}>",0.00290608321457512,3
"<{Triamcinolone},{Adalimumab},{Methotrexate}>",0.00290608321457512,3
"<{Betamethasone},{Clobetasol},{Methotrexate}>",0.00290608321457512,3
"<{Desoximetasone},{Betamethasone}>",0.00290608321457512,2
"<{Methotrexate},{Ketoconazole},{Adalimumab}>",0.00290608321457512,3
"<{Hydrocortisone},{Triamcinolone},{Methotrexate}>",0.0028921116606589,3
"<{Betamethasone},{Gentamicin}>",0.0028921116606589,2
"<{Secukinumab},{Fluocinonide}>",0.0028921116606589,2
"<{Clobetasol},{Apremilast},{Methotrexate}>",0.00287814010674267,3
"<{Triamcinolone},{Hydrocortisone},{Ketoconazole}>",0.00287814010674267,3
"<{Clobetasol},{Apremilast},{Fluticasone}>",0.00287814010674267,3
"<{Triamcinolone},{Methotrexate},{Fluocinonide}>",0.00287814010674267,3
"<{Methotrexate},{Fluticasone},{Ciclopirox}>",0.00287814010674267,3
"<{Betamethasone},{Methotrexate},{Adalimumab}>",0.00287814010674267,3
"<{Methotrexate},{Adalimumab},{Ustekinumab}>",0.00286416855282645,3
"<{Betamethasone},{Clobetasol},{Triamcinolone}>",0.00286416855282645,3
"<{Etanercept},{Gentamicin}>",0.00286416855282645,2
"<{Methotrexate},{Hydrocortisone},{Fluocinonide}>",0.00286416855282645,3
"<{Triamcinolone},{Betamethasone},{Ketoconazole}>",0.00285019699891022,3
"<{Methotrexate},{Clobetasol},{Fluocinolone}>",0.00285019699891022,3
"<{Adalimumab},{Methotrexate},{Betamethasone}>",0.00285019699891022,3
"<{Adalimumab},{Clobetasol},{Apremilast}>",0.00285019699891022,3
"<{Clobetasol},{Apremilast},{Adalimumab}>",0.00285019699891022,3
"<{Fluticasone},{Fluocinonide},{Triamcinolone}>",0.00283622544499399,3
"<{Fluocinolone},{Mometasone}>",0.00283622544499399,2
"<{Fluticasone},{Methotrexate},{Mometasone}>",0.00283622544499399,3
"<{Clobetasol},{Hydrocortisone},{Methotrexate}>",0.00283622544499399,3
"<{Adalimumab},{Triamcinolone},{Ketoconazole}>",0.00283622544499399,3
"<{Certolizumab},{Betamethasone}>",0.00283622544499399,2
"<{Adalimumab},{Nicotine}>",0.00282225389107777,2
"<{Methotrexate},{Betamethasone},{Fluocinonide}>",0.00282225389107777,3
"<{Etanercept},{Triamcinolone},{Betamethasone}>",0.00282225389107777,3
"<{Calcipotriene},{Etanercept}>",0.00280828233716154,2
"<{Clobetasol},{Fluticasone},{Apremilast}>",0.00280828233716154,3
"<{Fluticasone},{Infliximab}>",0.00279431078324531,2
"<{Adalimumab},{Fluticasone},{Hydrocortisone}>",0.00279431078324531,3
"<{Secukinumab},{Etanercept}>",0.00279431078324531,2
"<{Secukinumab},{Certolizumab}>",0.00279431078324531,2
"<{Ustekinumab},{Betamethasone}>",0.00279431078324531,2
"<{Fluticasone},{Ketoconazole},{Methotrexate}>",0.00278033922932909,3
"<{Fluticasone},{Clobetasol},{Fluocinonide}>",0.00278033922932909,3
"<{Triamcinolone},{Clobetasol},{Etanercept}>",0.00278033922932909,3
"<{Apremilast},{Certolizumab}>",0.00278033922932909,2
"<{Fluticasone},{Methotrexate},{Secukinumab}>",0.00276636767541286,3
"<{Hydrocortisone},{Pimecrolimus}>",0.00276636767541286,2
"<{Clobetasol},{Calcitriol}>",0.00276636767541286,2
"<{Halobetasol},{Calcipotriene}>",0.00276636767541286,2
"<{Betamethasone},{Methotrexate},{Fluticasone}>",0.00275239612149663,3
"<{Clobetasol},{Methotrexate},{Fluocinonide}>",0.00275239612149663,3
"<{Adalimumab},{Triamcinolone},{Etanercept}>",0.00275239612149663,3
"<{Ketoconazole},{Methotrexate},{Triamcinolone}>",0.00273842456758041,3
"<{Clobetasol},{Fluticasone},{Secukinumab}>",0.00273842456758041,3
"<{Triamcinolone},{Fluocinonide},{Hydrocortisone}>",0.00273842456758041,3
"<{Methotrexate},{Fluocinonide},{Hydrocortisone}>",0.00273842456758041,3
"<{Methotrexate},{Guselkumab}>",0.00273842456758041,2
"<{Triamcinolone},{Clobetasol},{Mometasone}>",0.00272445301366418,3
"<{Clobetasol},{Adalimumab},{Methotrexate}>",0.00272445301366418,3
"<{Betamethasone},{Triamcinolone},{Fluticasone}>",0.00272445301366418,3
"<{Azathioprine},{Adalimumab}>",0.00272445301366418,2
"<{Gentamicin},{Ketoconazole}>",0.00271048145974795,2
"<{Triamcinolone},{Fluticasone},{Fluocinonide}>",0.00271048145974795,3
"<{Fluticasone},{Clobetasol},{Calcipotriene}>",0.00271048145974795,3
"<{Etanercept},{Adalimumab},{Methotrexate}>",0.00269650990583173,3
"<{Ketoconazole},{Triamcinolone},{Betamethasone}>",0.00269650990583173,3
"<{Methotrexate},{Fluocinonide},{Ketoconazole}>",0.0026825383519155,3
"<{Ketoconazole},{Ixekizumab}>",0.0026825383519155,2
"<{Secukinumab},{Guselkumab}>",0.0026825383519155,2
"<{Fluticasone},{Hydrocortisone},{Clobetasol}>",0.0026825383519155,3
"<{Methotrexate},{Mometasone},{Betamethasone}>",0.0026825383519155,3
"<{Clobetasol},{Betamethasone},{Adalimumab}>",0.0026825383519155,3
"<{Ketoconazole,Hydrocortisone}>",0.00266856679799927,2
"<{Adalimumab},{Apremilast},{Secukinumab}>",0.00266856679799927,3
"<{Adalimumab},{Secukinumab},{Ixekizumab}>",0.00266856679799927,3
"<{Triamcinolone},{Adalimumab},{Hydrocortisone}>",0.00266856679799927,3
"<{Mometasone},{Ciclopirox}>",0.00266856679799927,2
"<{Fluticasone},{Ketoconazole},{Betamethasone}>",0.00266856679799927,3
"<{Fluticasone},{Hydrocortisone},{Betamethasone}>",0.00266856679799927,3
"<{Fluticasone},{Hydrocortisone},{Methotrexate}>",0.00265459524408305,3
"<{Adalimumab},{Methotrexate},{Hydrocortisone}>",0.00265459524408305,3
"<{Clobetasol},{Adalimumab},{Etanercept}>",0.00265459524408305,3
"<{Clobetasol},{Methotrexate},{Calcipotriene}>",0.00265459524408305,3
"<{Certolizumab},{Apremilast}>",0.00265459524408305,2
"<{Adalimumab},{Triamcinolone},{Apremilast}>",0.00265459524408305,3
"<{Clobetasol},{Etanercept},{Triamcinolone}>",0.00264062369016682,3
"<{Desonide},{Fluocinonide}>",0.00264062369016682,2
"<{Methotrexate},{Cyclosporine}>",0.00262665213625059,2
"<{Ketoconazole},{Methotrexate},{Adalimumab}>",0.00262665213625059,3
"<{Etanercept},{Methotrexate},{Secukinumab}>",0.00261268058233437,3
"<{Calcipotriene},{Mometasone}>",0.00261268058233437,2
"<{Ketoconazole},{Clobetasol},{Methotrexate}>",0.00261268058233437,3
"<{Calcipotriene},{Halobetasol}>",0.00261268058233437,2
"<{Betamethasone},{Desonide}>",0.00261268058233437,2
"<{Methotrexate},{Secukinumab},{Clobetasol}>",0.00261268058233437,3
"<{Methotrexate},{Adalimumab},{Certolizumab}>",0.00261268058233437,3
"<{Methotrexate},{Apremilast},{Betamethasone}>",0.00261268058233437,3
"<{Fluticasone},{Sulfacetamide}>",0.00259870902841814,2
"<{Clobetasol},{Nicotine}>",0.00259870902841814,2
"<{Etanercept},{Clobetasol},{Methotrexate}>",0.00259870902841814,3
"<{Etanercept},{Triamcinolone},{Hydrocortisone}>",0.00259870902841814,3
"<{Betamethasone},{Clobetasol},{Fluticasone}>",0.00259870902841814,3
